t,x,y
1.120833333E0,2.750091037E2,-1.494924137E2
1.125000000E0,2.686973491E2,-1.493206132E2
1.129166667E0,2.621328381E2,-1.487269660E2
1.133333333E0,2.559574780E2,-1.489136196E2
1.137500000E0,2.493877389E2,-1.483856139E2
1.141666667E0,2.434492346E2,-1.482970145E2
1.145833333E0,2.372570708E2,-1.477789939E2
1.150000000E0,2.315527290E2,-1.478096658E2
1.154166667E0,2.255243548E2,-1.469524736E2
1.158333333E0,2.196209762E2,-1.470043354E2
1.162500000E0,2.136482102E2,-1.461668927E2
1.166666667E0,2.077548679E2,-1.459766276E2
1.170833333E0,2.018039925E2,-1.449934435E2
1.175000000E0,1.963497942E2,-1.448887267E2
1.179166667E0,1.905976223E2,-1.440560213E2
1.183333333E0,1.853709885E2,-1.439399603E2
1.187500000E0,1.798506570E2,-1.430476047E2
1.191666667E0,1.746252209E2,-1.427930057E2
1.195833333E0,1.692866798E2,-1.420041994E2
1.200000000E0,1.644163308E2,-1.419857623E2
1.204166667E0,1.593255132E2,-1.411386582E2
1.208333333E0,1.546608598E2,-1.410084975E2
1.212500000E0,1.498709170E2,-1.401506606E2
1.216666667E0,1.452971864E2,-1.399375915E2
1.220833333E0,1.404671962E2,-1.390552038E2
1.225000000E0,1.362084336E2,-1.391843426E2
1.229166667E0,1.318883615E2,-1.382831900E2
1.233333333E0,1.276482700E2,-1.382490833E2
1.237500000E0,1.233920020E2,-1.372916783E2
1.241666667E0,1.194423238E2,-1.372546938E2
1.245833333E0,1.154058127E2,-1.366414845E2
1.250000000E0,1.115927809E2,-1.367558479E2
1.254166667E0,1.077052460E2,-1.358133090E2
1.258333333E0,1.040387838E2,-1.357183566E2
1.262500000E0,1.005482783E2,-1.347256049E2
1.266666667E0,9.703674920E1,-1.349618552E2
1.270833333E0,9.346061379E1,-1.339879031E2
1.275000000E0,9.023260692E1,-1.340407354E2
1.279166667E0,8.707644426E1,-1.332051163E2
1.283333333E0,8.365624786E1,-1.330436124E2
1.287500000E0,8.061638132E1,-1.320605843E2
1.291666667E0,7.752732535E1,-1.320700546E2
1.295833333E0,7.459336505E1,-1.311316357E2
1.300000000E0,7.167508082E1,-1.310545534E2
1.304166667E0,6.898428179E1,-1.302753820E2
1.308333333E0,6.623660765E1,-1.305796805E2
1.312500000E0,6.410803603E1,-1.298329969E2
1.316666667E0,6.164580833E1,-1.300539958E2
1.320833333E0,5.955324565E1,-1.292543244E2
1.325000000E0,5.742379003E1,-1.294005097E2
1.329166667E0,5.557204862E1,-1.285347945E2
1.333333333E0,5.355847001E1,-1.287130527E2
1.337500000E0,5.182077588E1,-1.279976395E2
1.341666667E0,4.983643445E1,-1.281584442E2
1.345833333E0,4.863612427E1,-1.275434867E2
1.350000000E0,4.695198182E1,-1.277154932E2
1.354166667E0,4.547217426E1,-1.271581021E2
1.358333333E0,4.426102114E1,-1.274143254E2
1.362500000E0,4.317709182E1,-1.266594322E2
1.366666667E0,4.220346426E1,-1.269059314E2
1.370833333E0,4.127270591E1,-1.264210595E2
1.375000000E0,4.042661726E1,-1.265653028E2
1.379166667E0,3.964486728E1,-1.261128969E2
1.383333333E0,3.880641427E1,-1.263640064E2
1.387500000E0,3.832313594E1,-1.258323459E2
1.391666667E0,3.768558635E1,-1.262771008E2
1.395833333E0,3.726416164E1,-1.259041690E2
1.400000000E0,3.667545298E1,-1.264805408E2
1.404166667E0,3.666411043E1,-1.260672677E2
1.408333333E0,3.632324653E1,-1.264945704E2
1.412500000E0,3.633234478E1,-1.259853516E2
1.416666667E0,3.635646792E1,-1.263279195E2
1.420833333E0,3.640291469E1,-1.261165896E2
1.425000000E0,3.648660135E1,-1.267890073E2
1.429166667E0,3.694664619E1,-1.262613670E2
1.433333333E0,3.731004613E1,-1.267910131E2
1.437500000E0,3.787830378E1,-1.261247646E2
1.441666667E0,3.851198952E1,-1.265952657E2
