Column1;Column2;Column3
;;
t;x;y
1.891666667E0;4.566083669E2;-3.746545886E2
1.900000000E0;4.685412075E2;-3.752867146E2
1.908333333E0;4.799351896E2;-3.748778703E2
1.916666667E0;4.907914855E2;-3.747345569E2
1.925000000E0;5.028300099E2;-3.759497601E2
1.933333333E0;5.145760822E2;-3.764643284E2
1.941666667E0;5.246220225E2;-3.758086637E2
1.950000000E0;5.367229524E2;-3.769032999E2
1.958333333E0;5.465904281E2;-3.767013032E2
1.966666667E0;5.567493920E2;-3.762419112E2
1.975000000E0;5.666552653E2;-3.765269504E2
1.983333333E0;5.768452955E2;-3.770944255E2
1.991666667E0;5.868470371E2;-3.772005236E2
2.000000000E0;5.966046568E2;-3.774642853E2
2.008333333E0;6.068157254E2;-3.781182994E2
2.016666667E0;6.149357278E2;-3.771232296E2
2.025000000E0;6.246670896E2;-3.781695175E2
2.033333333E0;6.326619654E2;-3.773356188E2
2.041666667E0;6.406488463E2;-3.763991255E2
2.050000000E0;6.487351978E2;-3.743468407E2
2.058333333E0;6.567612266E2;-3.746341675E2
2.066666667E0;6.646487175E2;-3.744817631E2
2.075000000E0;6.726666126E2;-3.749943468E2
2.083333333E0;6.786555374E2;-3.733356212E2
2.091666667E0;6.847904032E2;-3.726014204E2
2.100000000E0;6.908354615E2;-3.721600014E2
2.108333333E0;6.966203709E2;-3.726373355E2
2.116666667E0;7.028866509E2;-3.720804196E2
2.125000000E0;7.085614808E2;-3.734680641E2
2.133333333E0;7.137875168E2;-3.732399293E2
2.141666667E0;7.187321580E2;-3.730506581E2
2.150000000E0;7.237800935E2;-3.733194403E2
2.158333333E0;7.287413992E2;-3.733530815E2
2.166666667E0;7.336371518E2;-3.726613704E2
2.175000000E0;7.378723189E2;-3.722593656E2
2.183333333E0;7.415894517E2;-3.717059747E2
2.191666667E0;7.455668715E2;-3.715127941E2
2.200000000E0;7.486581193E2;-3.707739713E2
2.208333333E0;7.508742818E2;-3.703390850E2
2.216666667E0;7.525363466E2;-3.696073401E2
2.225000000E0;7.526800282E2;-3.675107206E2
2.233333333E0;7.528328838E2;-3.667884690E2
2.241666667E0;7.529962862E2;-3.660893788E2
2.250000000E0;7.528199845E2;-3.665254922E2
2.258333333E0;7.527306937E2;-3.663512937E2
2.266666667E0;7.527006338E2;-3.666132893E2
2.275000000E0;7.526336552E2;-3.668220058E2
2.283333333E0;7.525057147E2;-3.674913192E2
2.291666667E0;7.517118992E2;-3.676255684E2
2.300000000E0;7.507989407E2;-3.675288279E2
2.308333333E0;7.496616124E2;-3.678098956E2
2.316666667E0;7.473432772E2;-3.667108290E2
2.325000000E0;7.450589501E2;-3.657312856E2
2.333333333E0;7.419900233E2;-3.651592734E2
2.341666667E0;7.389299347E2;-3.651251770E2
2.350000000E0;7.356999532E2;-3.653476364E2
2.358333333E0;7.315672518E2;-3.655264391E2
2.366666667E0;7.274061008E2;-3.661926358E2
2.375000000E0;7.226562651E2;-3.660372068E2
2.383333333E0;7.180344286E2;-3.659396930E2
2.391666667E0;7.128827869E2;-3.662191228E2
2.400000000E0;7.076326978E2;-3.672378319E2
2.408333333E0;7.017260514E2;-3.674062575E2
2.416666667E0;6.956085782E2;-3.673885446E2
2.425000000E0;6.892932431E2;-3.679959687E2
2.433333333E0;6.825863692E2;-3.675237491E2
2.441666667E0;6.757561550E2;-3.674118465E2
2.450000000E0;6.689334339E2;-3.665459152E2
2.458333333E0;6.618993336E2;-3.671858862E2
2.466666667E0;6.547127063E2;-3.669561863E2
2.475000000E0;6.470978301E2;-3.670266911E2
2.483333333E0;6.389099279E2;-3.669925404E2
2.491666667E0;6.308194505E2;-3.670069125E2
2.500000000E0;6.222674509E2;-3.676218417E2
2.508333333E0;6.133625099E2;-3.680884229E2
2.516666667E0;6.045984500E2;-3.682246109E2
2.525000000E0;5.947642689E2;-3.689290181E2
2.533333333E0;5.849483590E2;-3.699941594E2
2.541666667E0;5.746126777E2;-3.695285994E2
2.550000000E0;5.646336067E2;-3.697185620E2
2.558333333E0;5.542994960E2;-3.705591249E2
2.566666667E0;5.438898585E2;-3.700172655E2
2.575000000E0;5.330209323E2;-3.693232711E2
2.583333333E0;5.229145648E2;-3.691237648E2
2.591666667E0;5.125932660E2;-3.693895496E2
2.600000000E0;5.017093143E2;-3.700454411E2
2.608333333E0;4.909401838E2;-3.698360647E2
2.616666667E0;4.796370096E2;-3.695421515E2
2.625000000E0;4.689052254E2;-3.700117705E2
2.633333333E0;4.569510128E2;-3.699735841E2
2.641666667E0;4.448407966E2;-3.693715044E2
2.650000000E0;4.328787114E2;-3.693084522E2
2.658333333E0;4.209081404E2;-3.684533710E2
2.666666667E0;4.087786230E2;-3.684295524E2
2.675000000E0;3.965923746E2;-3.673237804E2
2.683333333E0;3.845802998E2;-3.668959639E2
2.691666667E0;3.714882533E2;-3.670863314E2
2.700000000E0;3.591269007E2;-3.662307399E2
2.708333333E0;3.466935074E2;-3.654408633E2
2.716666667E0;3.345238826E2;-3.645176715E2
2.725000000E0;3.218281840E2;-3.645405293E2
2.733333333E0;3.097307604E2;-3.647103506E2
2.741666667E0;2.974401384E2;-3.640825785E2
2.750000000E0;2.854972853E2;-3.632933051E2
2.758333333E0;2.731064894E2;-3.643513773E2
2.766666667E0;2.609853869E2;-3.639751814E2
2.775000000E0;2.486331524E2;-3.625306765E2
2.783333333E0;2.351311317E2;-3.620269631E2
2.791666667E0;2.230209712E2;-3.613415610E2
2.800000000E0;2.105831420E2;-3.601456651E2
2.808333333E0;1.983473681E2;-3.580096969E2
2.816666667E0;1.850763900E2;-3.584816616E2
2.825000000E0;1.724083150E2;-3.567933250E2
2.833333333E0;1.597416876E2;-3.555935362E2
2.841666667E0;1.470870114E2;-3.543282007E2
2.850000000E0;1.348770218E2;-3.525775544E2
2.858333333E0;1.228078667E2;-3.515449819E2
2.866666667E0;1.105863305E2;-3.494357001E2
2.875000000E0;9.877833481E1;-3.492117142E2
2.883333333E0;8.699958657E1;-3.475475024E2
2.891666667E0;7.523615771E1;-3.464349815E2
2.900000000E0;6.413588866E1;-3.452632688E2
2.908333333E0;5.292693827E1;-3.439984523E2
2.916666667E0;4.090183293E1;-3.431016484E2
2.925000000E0;2.979557516E1;-3.410689700E2
2.933333333E0;1.869592383E1;-3.396437032E2
2.941666667E0;6.971590198E0;-3.380406810E2
2.950000000E0;-4.173219451E0;-3.361637598E2
2.958333333E0;-1.539989545E1;-3.343242766E2
2.966666667E0;-2.693203186E1;-3.322570550E2
2.975000000E0;-3.811933392E1;-3.308412777E2
2.983333333E0;-4.903696432E1;-3.292888775E2
2.991666667E0;-5.919525172E1;-3.275501404E2
3.000000000E0;-6.936002919E1;-3.254186088E2
3.008333333E0;-7.929309720E1;-3.238894541E2
3.016666667E0;-8.888307411E1;-3.231030831E2
3.025000000E0;-9.751710542E1;-3.212753636E2
3.033333333E0;-1.067883393E2;-3.197853774E2
3.041666667E0;-1.160185976E2;-3.178009034E2
3.050000000E0;-1.248684035E2;-3.157354191E2
3.058333333E0;-1.336531602E2;-3.139355318E2
3.066666667E0;-1.428428009E2;-3.128022313E2
3.075000000E0;-1.509825733E2;-3.105787835E2
3.083333333E0;-1.590073531E2;-3.091961840E2
3.091666667E0;-1.673692367E2;-3.079360046E2
3.100000000E0;-1.754047585E2;-3.059921006E2
3.108333333E0;-1.832996342E2;-3.046411202E2
3.116666667E0;-1.904780966E2;-3.033133480E2
3.125000000E0;-1.972982588E2;-3.024807359E2
3.133333333E0;-2.035730085E2;-3.012327505E2
3.141666667E0;-2.112717888E2;-2.994916367E2
3.150000000E0;-2.178278252E2;-2.986798646E2
3.158333333E0;-2.235230447E2;-2.974166040E2
3.166666667E0;-2.295300649E2;-2.966189742E2
3.175000000E0;-2.352289709E2;-2.950291078E2
3.183333333E0;-2.404135503E2;-2.939625116E2
3.191666667E0;-2.452630163E2;-2.933872251E2
3.200000000E0;-2.494951796E2;-2.923287794E2
3.208333333E0;-2.543643160E2;-2.913761399E2
3.216666667E0;-2.588552769E2;-2.902744238E2
3.225000000E0;-2.631278741E2;-2.891834694E2
3.233333333E0;-2.670342301E2;-2.884446742E2
3.241666667E0;-2.705652400E2;-2.875806645E2
3.250000000E0;-2.740734864E2;-2.865021615E2
3.258333333E0;-2.774068088E2;-2.857270142E2
3.266666667E0;-2.808824496E2;-2.854327904E2
3.275000000E0;-2.834508360E2;-2.851627149E2
3.283333333E0;-2.860290378E2;-2.845680378E2
3.291666667E0;-2.881233557E2;-2.841876937E2
3.300000000E0;-2.896755608E2;-2.838943643E2
3.308333333E0;-2.906217852E2;-2.834905438E2
3.316666667E0;-2.914745379E2;-2.833066537E2
3.325000000E0;-2.926346585E2;-2.829075934E2
3.333333333E0;-2.930475698E2;-2.831460074E2
3.341666667E0;-2.931446169E2;-2.831857020E2
3.350000000E0;-2.932423621E2;-2.825926935E2
3.358333333E0;-2.931201321E2;-2.832141533E2
3.366666667E0;-2.931288385E2;-2.832520870E2
3.375000000E0;-2.920361189E2;-2.835144730E2
3.383333333E0;-2.910965102E2;-2.842745744E2
3.391666667E0;-2.900334346E2;-2.843031892E2
3.400000000E0;-2.890459949E2;-2.853085461E2
3.408333333E0;-2.871164001E2;-2.855398347E2
3.416666667E0;-2.852866062E2;-2.856198125E2
3.425000000E0;-2.833557490E2;-2.865257850E2
3.433333333E0;-2.808858906E2;-2.869563065E2
3.441666667E0;-2.788754736E2;-2.873747620E2
3.450000000E0;-2.752333424E2;-2.875444081E2
3.458333333E0;-2.721220387E2;-2.886658338E2
3.466666667E0;-2.683034648E2;-2.893145823E2
3.475000000E0;-2.648662434E2;-2.903409843E2
3.483333333E0;-2.604084957E2;-2.913304652E2
3.491666667E0;-2.560684111E2;-2.924522113E2
3.500000000E0;-2.514936787E2;-2.935356589E2
3.508333333E0;-2.467970688E2;-2.947578012E2
3.516666667E0;-2.414693410E2;-2.958278443E2
3.525000000E0;-2.364398025E2;-2.971894125E2
3.533333333E0;-2.312655802E2;-2.986232815E2
3.541666667E0;-2.251157662E2;-2.997027168E2
3.550000000E0;-2.192541090E2;-3.013735389E2
3.558333333E0;-2.127649503E2;-3.025787986E2
3.566666667E0;-2.064370692E2;-3.034712563E2
3.575000000E0;-1.996220923E2;-3.051039535E2
3.583333333E0;-1.926933267E2;-3.064582630E2
3.591666667E0;-1.856175076E2;-3.077947328E2
3.600000000E0;-1.781083824E2;-3.084289985E2
3.608333333E0;-1.698696409E2;-3.105028088E2
3.616666667E0;-1.620448017E2;-3.122935993E2
3.625000000E0;-1.542379016E2;-3.139516595E2
3.633333333E0;-1.456824608E2;-3.156697678E2
3.641666667E0;-1.365745317E2;-3.179696173E2
3.650000000E0;-1.273412361E2;-3.203512829E2
3.658333333E0;-1.185367083E2;-3.218007598E2
3.666666667E0;-1.086944911E2;-3.241726375E2
3.675000000E0;-9.869107277E1;-3.260152989E2
3.683333333E0;-8.895729027E1;-3.274853672E2
3.691666667E0;-7.879456116E1;-3.293833805E2
3.700000000E0;-6.908102270E1;-3.304462283E2
3.708333333E0;-5.909814038E1;-3.320436659E2
3.716666667E0;-4.925753753E1;-3.341154925E2
3.725000000E0;-3.905828526E1;-3.353888433E2
3.733333333E0;-2.942531495E1;-3.374091042E2
3.741666667E0;-1.877880220E1;-3.391956785E2
3.750000000E0;-7.953969743E0;-3.407669877E2
3.758333333E0;3.206948046E0;-3.423365694E2
3.766666667E0;1.465005729E1;-3.444039928E2
3.775000000E0;2.586525704E1;-3.455947806E2
3.783333333E0;3.775010300E1;-3.478322940E2
3.791666667E0;4.953377024E1;-3.489137662E2
3.800000000E0;6.058512775E1;-3.510653866E2
3.808333333E0;7.257526678E1;-3.524350774E2
3.816666667E0;8.415375043E1;-3.542028597E2
3.825000000E0;9.553059015E1;-3.556003149E2
3.833333333E0;1.071281352E2;-3.571364445E2
3.841666667E0;1.186210808E2;-3.583641246E2
3.850000000E0;1.306138377E2;-3.598352495E2
3.858333333E0;1.423383233E2;-3.613921604E2
3.866666667E0;1.540582500E2;-3.624943524E2
3.875000000E0;1.659044194E2;-3.636494033E2
3.883333333E0;1.781453482E2;-3.647443460E2
3.891666667E0;1.904907630E2;-3.661887642E2
3.900000000E0;2.033836821E2;-3.672936379E2
3.908333333E0;2.161999049E2;-3.682561589E2
3.916666667E0;2.284312599E2;-3.692220549E2
3.925000000E0;2.415498009E2;-3.702412320E2
3.933333333E0;2.540772549E2;-3.713015206E2
3.941666667E0;2.681336554E2;-3.724139132E2
3.950000000E0;2.786354329E2;-3.731125074E2
3.958333333E0;2.910677935E2;-3.744165277E2
3.966666667E0;3.038400112E2;-3.756835261E2
3.975000000E0;3.165102342E2;-3.760528982E2
3.983333333E0;3.280857288E2;-3.764788437E2
3.991666667E0;3.401396594E2;-3.771491520E2
4.000000000E0;3.529052587E2;-3.771132719E2
4.008333333E0;3.645221210E2;-3.777502117E2
4.016666667E0;3.765048548E2;-3.782499595E2
4.025000000E0;3.888245245E2;-3.783828474E2
4.033333333E0;4.006940296E2;-3.791708782E2
4.041666667E0;4.129828883E2;-3.797493810E2
4.050000000E0;4.248791864E2;-3.801646055E2
4.058333333E0;4.370457924E2;-3.802753146E2
4.066666667E0;4.476482675E2;-3.807334319E2
4.075000000E0;4.604951904E2;-3.806664804E2
4.083333333E0;4.709242055E2;-3.802810365E2
4.091666667E0;4.830027000E2;-3.803840576E2
4.100000000E0;4.931898217E2;-3.804285801E2
4.108333333E0;5.047494870E2;-3.803871256E2
4.116666667E0;5.148228932E2;-3.803828040E2
4.125000000E0;5.248226691E2;-3.802124291E2
4.133333333E0;5.351455263E2;-3.805116917E2
4.141666667E0;5.449590084E2;-3.803084723E2
4.150000000E0;5.551639930E2;-3.807819411E2
4.158333333E0;5.645365869E2;-3.800332415E2
4.166666667E0;5.743708845E2;-3.800643315E2
4.175000000E0;5.841408956E2;-3.802609216E2
4.183333333E0;5.944288277E2;-3.792691321E2
4.191666667E0;6.025171509E2;-3.794539365E2
4.200000000E0;6.026539180E2;-3.794133912E2
4.208333333E0;6.117495574E2;-3.790034931E2
4.216666667E0;6.204962644E2;-3.791577487E2
4.225000000E0;6.288844027E2;-3.789586387E2
4.233333333E0;6.370680297E2;-3.783451849E2
4.241666667E0;6.448736758E2;-3.782350171E2
4.250000000E0;6.527567241E2;-3.776141864E2
4.258333333E0;6.601703476E2;-3.775436076E2
4.266666667E0;6.670961914E2;-3.776386688E2
4.275000000E0;6.735383721E2;-3.773673933E2
4.283333333E0;6.808569603E2;-3.774411249E2
4.291666667E0;6.867062164E2;-3.773418795E2
4.300000000E0;6.925500102E2;-3.772944662E2
4.308333333E0;6.983559651E2;-3.771541121E2
4.316666667E0;7.035943402E2;-3.771698730E2
4.325000000E0;7.086213631E2;-3.765566883E2
4.333333333E0;7.130897795E2;-3.765854524E2
4.341666667E0;7.183671137E2;-3.755925418E2
4.350000000E0;7.225120931E2;-3.755679041E2
4.358333333E0;7.265410328E2;-3.751496480E2
4.366666667E0;7.304320691E2;-3.751145477E2
4.375000000E0;7.337541867E2;-3.750678701E2
4.383333333E0;7.365405135E2;-3.748387951E2
4.391666667E0;7.390783858E2;-3.751719915E2
4.400000000E0;7.409871234E2;-3.746098060E2
4.408333333E0;7.426329298E2;-3.748513012E2
4.416666667E0;7.435325678E2;-3.751697960E2
4.425000000E0;7.444696997E2;-3.751182898E2
4.433333333E0;7.449361710E2;-3.755358148E2
4.441666667E0;7.448766251E2;-3.755366093E2
4.450000000E0;7.447649889E2;-3.754104906E2
4.458333333E0;7.446785120E2;-3.753781472E2
4.466666667E0;7.438504865E2;-3.754436685E2
4.475000000E0;7.426433335E2;-3.755262356E2
4.483333333E0;7.410598052E2;-3.753710906E2
4.491666667E0;7.393551411E2;-3.752561905E2
4.500000000E0;7.373826776E2;-3.751484636E2
4.508333333E0;7.353630638E2;-3.755163953E2
4.516666667E0;7.326226433E2;-3.756601330E2
4.525000000E0;7.299104978E2;-3.760176810E2
4.533333333E0;7.267140589E2;-3.759792003E2
4.541666667E0;7.232490229E2;-3.764899581E2
4.550000000E0;7.189992413E2;-3.767990252E2
4.558333333E0;7.149396339E2;-3.768191794E2
4.566666667E0;7.100073731E2;-3.775344215E2
4.575000000E0;7.051627433E2;-3.774616439E2
4.583333333E0;7.005007620E2;-3.770671360E2
4.591666667E0;6.947942152E2;-3.774270123E2
4.600000000E0;6.888349548E2;-3.782905017E2
4.608333333E0;6.828924274E2;-3.781917294E2
4.616666667E0;6.762784339E2;-3.786514810E2
4.625000000E0;6.700689235E2;-3.790673565E2
4.633333333E0;6.629676255E2;-3.794498065E2
4.641666667E0;6.555480478E2;-3.796210669E2
4.650000000E0;6.487486327E2;-3.798806598E2
4.658333333E0;6.405571738E2;-3.802998523E2
4.666666667E0;6.330132209E2;-3.813809034E2
4.675000000E0;6.246758310E2;-3.819870230E2
4.683333333E0;6.165367189E2;-3.820739145E2
4.691666667E0;6.081612108E2;-3.822619317E2
4.700000000E0;5.987371294E2;-3.825201048E2
4.708333333E0;5.901429618E2;-3.814801928E2
