Column1;Column2;Column3
;;
t;x;y
4.716666667E0;5.800695023E2;-3.820660736E2
4.725000000E0;5.706958866E2;-3.824941219E2
4.733333333E0;5.605619180E2;-3.829114267E2
4.741666667E0;5.508050918E2;-3.828539466E2
4.750000000E0;5.406797061E2;-3.838983536E2
4.758333333E0;5.308194956E2;-3.836842244E2
4.766666667E0;5.203108770E2;-3.838241226E2
4.775000000E0;5.091903667E2;-3.842406133E2
4.783333333E0;4.984307473E2;-3.845693061E2
4.791666667E0;4.876130733E2;-3.843373803E2
4.800000000E0;4.764711771E2;-3.851357704E2
4.808333333E0;4.649053211E2;-3.847257485E2
4.816666667E0;4.531287397E2;-3.839293110E2
4.825000000E0;4.423665252E2;-3.839173947E2
4.833333333E0;4.305214412E2;-3.836735476E2
4.841666667E0;4.186806861E2;-3.834580735E2
4.850000000E0;4.065414945E2;-3.829099820E2
4.858333333E0;3.946217463E2;-3.824402889E2
4.866666667E0;3.823889486E2;-3.816260484E2
4.875000000E0;3.707404806E2;-3.812411963E2
4.883333333E0;3.586307798E2;-3.806147629E2
4.891666667E0;3.451491741E2;-3.804526082E2
4.900000000E0;3.329308524E2;-3.798926100E2
4.908333333E0;3.207630003E2;-3.798082573E2
4.916666667E0;3.089181446E2;-3.792446350E2
4.925000000E0;2.965354292E2;-3.788904843E2
4.933333333E0;2.842459926E2;-3.783365484E2
4.941666667E0;2.719822047E2;-3.775961756E2
4.950000000E0;2.604208148E2;-3.766753985E2
4.958333333E0;2.484591115E2;-3.762440935E2
4.966666667E0;2.356262013E2;-3.753500856E2
4.975000000E0;2.230937741E2;-3.755932053E2
4.983333333E0;2.102953145E2;-3.738672357E2
4.991666667E0;1.975677845E2;-3.734710012E2
5.000000000E0;1.850625699E2;-3.724246208E2
5.008333333E0;1.725655432E2;-3.718178609E2
5.016666667E0;1.600750275E2;-3.705575321E2
5.025000000E0;1.477205603E2;-3.696212221E2
5.033333333E0;1.357417013E2;-3.687521642E2
5.041666667E0;1.232466167E2;-3.673402877E2
5.050000000E0;1.110840802E2;-3.664172737E2
5.058333333E0;9.842750635E1;-3.652391921E2
5.066666667E0;8.670680583E1;-3.642147064E2
5.075000000E0;7.471205663E1;-3.625519919E2
5.083333333E0;6.331261717E1;-3.613161635E2
5.091666667E0;5.167106118E1;-3.605055429E2
5.100000000E0;4.021153501E1;-3.590416281E2
5.108333333E0;2.875510374E1;-3.584375907E2
5.116666667E0;1.756282202E1;-3.573028670E2
5.125000000E0;6.409297005E0;-3.561485396E2
5.133333333E0;-4.332346936E0;-3.551761189E2
5.141666667E0;-1.587420816E1;-3.537320075E2
5.150000000E0;-2.712135124E1;-3.524336274E2
5.158333333E0;-3.767821818E1;-3.512198082E2
5.166666667E0;-4.849470301E1;-3.500199442E2
5.175000000E0;-5.848610112E1;-3.485076773E2
5.183333333E0;-6.867213192E1;-3.472587154E2
5.191666667E0;-7.841351566E1;-3.462471379E2
5.200000000E0;-8.851229956E1;-3.445833621E2
5.208333333E0;-9.835206211E1;-3.433935550E2
5.216666667E0;-1.071809203E2;-3.421234795E2
5.225000000E0;-1.167973911E2;-3.413997565E2
5.233333333E0;-1.249801327E2;-3.398809854E2
5.241666667E0;-1.337645297E2;-3.390562962E2
5.250000000E0;-1.425377291E2;-3.376580312E2
5.258333333E0;-1.511880076E2;-3.362043814E2
5.266666667E0;-1.595590797E2;-3.347653823E2
5.275000000E0;-1.668228768E2;-3.340964244E2
5.283333333E0;-1.752825148E2;-3.325531851E2
5.291666667E0;-1.832318153E2;-3.316651542E2
5.300000000E0;-1.897607170E2;-3.304754079E2
5.308333333E0;-1.989612822E2;-3.288014922E2
5.316666667E0;-2.053871649E2;-3.284069425E2
5.325000000E0;-2.122104138E2;-3.271139173E2
5.333333333E0;-2.186273349E2;-3.262273445E2
5.341666667E0;-2.254344410E2;-3.251827460E2
5.350000000E0;-2.313203093E2;-3.244439860E2
5.358333333E0;-2.371067830E2;-3.232556118E2
5.366666667E0;-2.416351122E2;-3.225493228E2
5.375000000E0;-2.472320932E2;-3.217236113E2
5.383333333E0;-2.516270543E2;-3.210352313E2
5.391666667E0;-2.563744934E2;-3.202317857E2
5.400000000E0;-2.613469409E2;-3.197632155E2
5.408333333E0;-2.653416315E2;-3.187163828E2
5.416666667E0;-2.690756339E2;-3.181958446E2
5.425000000E0;-2.733975214E2;-3.171410625E2
5.433333333E0;-2.768349189E2;-3.166124815E2
5.441666667E0;-2.808270691E2;-3.164861820E2
5.450000000E0;-2.836251112E2;-3.157446588E2
5.458333333E0;-2.862851531E2;-3.155601431E2
5.466666667E0;-2.887567350E2;-3.153346278E2
5.475000000E0;-2.908159914E2;-3.152419481E2
5.483333333E0;-2.924890163E2;-3.152536313E2
5.491666667E0;-2.941443977E2;-3.147731465E2
5.500000000E0;-2.956750131E2;-3.139180911E2
5.508333333E0;-2.962320206E2;-3.143717510E2
5.516666667E0;-2.970945746E2;-3.143478383E2
5.525000000E0;-2.979167545E2;-3.143903060E2
5.533333333E0;-2.980740513E2;-3.141298493E2
5.541666667E0;-2.983506932E2;-3.145098733E2
5.550000000E0;-2.977101380E2;-3.148801414E2
5.558333333E0;-2.970441924E2;-3.150967288E2
5.566666667E0;-2.955345376E2;-3.152584515E2
5.575000000E0;-2.943860990E2;-3.159398947E2
5.583333333E0;-2.934537305E2;-3.161641788E2
5.591666667E0;-2.915388964E2;-3.164919342E2
5.600000000E0;-2.896637342E2;-3.171353910E2
5.608333333E0;-2.877332726E2;-3.178262239E2
5.616666667E0;-2.849617343E2;-3.175927639E2
5.625000000E0;-2.829902386E2;-3.181694004E2
5.633333333E0;-2.799566128E2;-3.190182356E2
5.641666667E0;-2.768914241E2;-3.193647213E2
5.650000000E0;-2.733869403E2;-3.196839166E2
5.658333333E0;-2.694033945E2;-3.205153904E2
5.666666667E0;-2.659086573E2;-3.212959633E2
5.675000000E0;-2.613257109E2;-3.221935762E2
5.683333333E0;-2.566162077E2;-3.224971029E2
5.691666667E0;-2.513224194E2;-3.237093703E2
5.700000000E0;-2.464403867E2;-3.243993917E2
5.708333333E0;-2.412664503E2;-3.250978581E2
5.716666667E0;-2.352986525E2;-3.263569472E2
5.725000000E0;-2.293247379E2;-3.273321926E2
5.733333333E0;-2.233941053E2;-3.279232065E2
5.741666667E0;-2.173618577E2;-3.292926629E2
5.750000000E0;-2.108739703E2;-3.305381802E2
5.758333333E0;-2.035512019E2;-3.304421126E2
5.766666667E0;-1.971312832E2;-3.319590884E2
5.775000000E0;-1.893896890E2;-3.325573905E2
5.783333333E0;-1.829772036E2;-3.329978967E2
5.791666667E0;-1.748567453E2;-3.343770842E2
5.800000000E0;-1.671503755E2;-3.352092151E2
5.808333333E0;-1.590169592E2;-3.370317268E2
5.816666667E0;-1.509401917E2;-3.382088356E2
5.825000000E0;-1.417080598E2;-3.395024202E2
5.833333333E0;-1.336373719E2;-3.401101899E2
5.841666667E0;-1.249248163E2;-3.423555906E2
5.850000000E0;-1.151504928E2;-3.429741290E2
5.858333333E0;-1.058564783E2;-3.449324517E2
5.866666667E0;-9.687236317E1;-3.468490329E2
5.875000000E0;-8.750530416E1;-3.475140122E2
5.883333333E0;-7.834031891E1;-3.481211963E2
5.891666667E0;-6.917294247E1;-3.493484404E2
5.900000000E0;-5.915559507E1;-3.505151159E2
5.908333333E0;-4.928807888E1;-3.514555848E2
5.916666667E0;-3.927856489E1;-3.529075038E2
5.925000000E0;-2.912873444E1;-3.534647992E2
5.933333333E0;-1.832547456E1;-3.552244277E2
5.941666667E0;-7.412504438E0;-3.570670019E2
5.950000000E0;4.050784125E0;-3.578822052E2
5.958333333E0;1.497533656E1;-3.598051479E2
5.966666667E0;2.670605327E1;-3.614600028E2
5.975000000E0;3.845160857E1;-3.628784020E2
5.983333333E0;4.981220689E1;-3.644755607E2
5.991666667E0;6.168714887E1;-3.660619187E2
6.000000000E0;7.312590017E1;-3.673223397E2
6.008333333E0;8.501758355E1;-3.693743525E2
6.016666667E0;9.668587895E1;-3.700377433E2
6.025000000E0;1.083238762E2;-3.715790300E2
6.033333333E0;1.204853355E2;-3.726428812E2
6.041666667E0;1.323456987E2;-3.737910870E2
6.050000000E0;1.444598512E2;-3.746283682E2
6.058333333E0;1.565763110E2;-3.759971746E2
6.066666667E0;1.678382239E2;-3.755884289E2
6.075000000E0;1.799232526E2;-3.772980014E2
6.083333333E0;1.919042408E2;-3.773745429E2
6.091666667E0;2.045978269E2;-3.785977175E2
6.100000000E0;2.164693112E2;-3.786013947E2
6.108333333E0;2.285666372E2;-3.797686490E2
6.116666667E0;2.402459974E2;-3.801721155E2
6.125000000E0;2.545207962E2;-3.831715548E2
6.133333333E0;2.649650659E2;-3.832373656E2
6.141666667E0;2.766429817E2;-3.831281181E2
6.150000000E0;2.887443900E2;-3.836371666E2
6.158333333E0;3.008238306E2;-3.840158561E2
6.166666667E0;3.130551067E2;-3.843837551E2
6.175000000E0;3.248005942E2;-3.851063383E2
6.183333333E0;3.365011368E2;-3.852437374E2
6.191666667E0;3.487060505E2;-3.839891411E2
6.200000000E0;3.601193036E2;-3.843017820E2
6.208333333E0;3.725197822E2;-3.850884717E2
6.216666667E0;3.829427096E2;-3.834848128E2
6.225000000E0;3.949119600E2;-3.839266986E2
6.233333333E0;4.067072328E2;-3.844939730E2
6.241666667E0;4.184907514E2;-3.856733039E2
6.250000000E0;4.306669808E2;-3.872804641E2
6.258333333E0;4.425295463E2;-3.866273964E2
6.266666667E0;4.528839761E2;-3.861334043E2
6.275000000E0;4.646124675E2;-3.863232724E2
6.283333333E0;4.746878895E2;-3.855532125E2
6.291666667E0;4.848867345E2;-3.847732056E2
6.300000000E0;4.951666156E2;-3.844647103E2
6.308333333E0;5.065817801E2;-3.851204479E2
6.316666667E0;5.167236291E2;-3.848075787E2
6.325000000E0;5.265704844E2;-3.842976935E2
6.333333333E0;5.364245632E2;-3.842813572E2
6.341666667E0;5.463090769E2;-3.846952757E2
6.350000000E0;5.562423368E2;-3.839222976E2
6.358333333E0;5.655838229E2;-3.831635341E2
6.366666667E0;5.748947787E2;-3.829079891E2
6.375000000E0;5.829189472E2;-3.824176267E2
6.383333333E0;5.925260164E2;-3.833751675E2
6.391666667E0;6.004880803E2;-3.813217370E2
6.400000000E0;6.087727027E2;-3.811956927E2
6.408333333E0;6.166228129E2;-3.805796163E2
6.416666667E0;6.246064004E2;-3.823308130E2
6.425000000E0;6.325178866E2;-3.814053472E2
6.433333333E0;6.387451304E2;-3.804660074E2
6.441666667E0;6.458413982E2;-3.800152004E2
6.450000000E0;6.517978004E2;-3.796598143E2
6.458333333E0;6.577878947E2;-3.794069051E2
6.466666667E0;6.637681959E2;-3.792650619E2
6.475000000E0;6.693800032E2;-3.796956682E2
6.483333333E0;6.746554802E2;-3.791511340E2
6.491666667E0;6.787092726E2;-3.785446226E2
6.500000000E0;6.837478820E2;-3.781078066E2
6.508333333E0;6.879228360E2;-3.775524760E2
6.516666667E0;6.917954437E2;-3.773067749E2
6.525000000E0;6.956512840E2;-3.775189794E2
6.533333333E0;6.996027684E2;-3.774235288E2
6.541666667E0;7.026372081E2;-3.771487164E2
6.550000000E0;7.058259719E2;-3.770902501E2
6.558333333E0;7.078989081E2;-3.763882790E2
6.566666667E0;7.099095389E2;-3.763884093E2
6.575000000E0;7.118298916E2;-3.761228347E2
6.583333333E0;7.136467417E2;-3.767106926E2
6.591666667E0;7.148119245E2;-3.763267987E2
6.600000000E0;7.157272494E2;-3.763742597E2
6.608333333E0;7.163807682E2;-3.764772609E2
6.616666667E0;7.169142389E2;-3.761814979E2
6.625000000E0;7.167932321E2;-3.762394569E2
6.633333333E0;7.167625273E2;-3.762329484E2
6.641666667E0;7.163473766E2;-3.765721470E2
6.650000000E0;7.157505271E2;-3.762490362E2
6.658333333E0;7.147776032E2;-3.762046620E2
6.666666667E0;7.127385365E2;-3.753334151E2
6.675000000E0;7.106948506E2;-3.754356297E2
6.683333333E0;7.088807002E2;-3.751923975E2
6.691666667E0;7.066650807E2;-3.761553233E2
6.700000000E0;7.034552402E2;-3.758186447E2
6.708333333E0;7.007802916E2;-3.758504758E2
6.716666667E0;6.975077472E2;-3.756603253E2
6.725000000E0;6.936531414E2;-3.754456439E2
6.733333333E0;6.897477265E2;-3.753718179E2
6.741666667E0;6.848661686E2;-3.752744579E2
6.750000000E0;6.804197277E2;-3.755506511E2
6.758333333E0;6.752590237E2;-3.751121812E2
6.766666667E0;6.697660814E2;-3.753902368E2
6.775000000E0;6.638777432E2;-3.753080542E2
6.783333333E0;6.576663811E2;-3.754896059E2
6.791666667E0;6.515147575E2;-3.766397191E2
6.800000000E0;6.446925318E2;-3.761298450E2
6.808333333E0;6.371467428E2;-3.760561712E2
6.816666667E0;6.300760693E2;-3.758424845E2
6.825000000E0;6.227799819E2;-3.760608217E2
6.833333333E0;6.147639541E2;-3.762554185E2
6.841666667E0;6.068983097E2;-3.763930828E2
6.850000000E0;5.986752013E2;-3.765782268E2
6.858333333E0;5.965419146E2;-3.845534998E2
6.866666667E0;5.879605278E2;-3.841753974E2
6.875000000E0;5.794304862E2;-3.846261962E2
6.883333333E0;5.698094221E2;-3.843530847E2
6.891666667E0;5.606463804E2;-3.843442611E2
6.900000000E0;5.528284245E2;-3.864000480E2
6.908333333E0;5.448764661E2;-3.879708502E2
6.916666667E0;5.290090883E2;-3.820739938E2
6.925000000E0;5.206945202E2;-3.844103052E2
6.933333333E0;5.107366042E2;-3.844144645E2
6.941666667E0;5.005152017E2;-3.846880398E2
6.950000000E0;4.906205303E2;-3.846786358E2
6.958333333E0;4.801708635E2;-3.843100593E2
6.966666667E0;4.691694199E2;-3.841242184E2
6.975000000E0;4.584185037E2;-3.844799853E2
6.983333333E0;4.481733132E2;-3.842204507E2
6.991666667E0;4.348679043E2;-3.822960448E2
7.000000000E0;4.234709744E2;-3.824128597E2
7.008333333E0;4.127166216E2;-3.822879566E2
7.016666667E0;3.989069515E2;-3.800598887E2
7.025000000E0;3.894244985E2;-3.824902266E2
7.033333333E0;3.781724393E2;-3.822294010E2
7.041666667E0;3.663146672E2;-3.825420391E2
7.050000000E0;3.665475686E2;-3.824797641E2
7.058333333E0;3.548621210E2;-3.822236597E2
7.066666667E0;3.429583522E2;-3.821450866E2
7.075000000E0;3.296321669E2;-3.804974595E2
7.083333333E0;3.174719023E2;-3.804945455E2
7.091666667E0;3.058132634E2;-3.802425249E2
7.100000000E0;2.938861763E2;-3.802198831E2
7.108333333E0;2.816572096E2;-3.784880224E2
7.116666667E0;2.696664254E2;-3.783762948E2
7.125000000E0;2.560373103E2;-3.761780541E2
7.133333333E0;2.459362483E2;-3.780641313E2
7.141666667E0;2.317202338E2;-3.754579541E2
7.150000000E0;2.196435913E2;-3.754644559E2
7.158333333E0;2.073440441E2;-3.746006551E2
7.166666667E0;1.953178884E2;-3.747164670E2
7.175000000E0;1.816582575E2;-3.725677974E2
7.183333333E0;1.698083580E2;-3.722727135E2
7.191666667E0;1.577944671E2;-3.712745180E2
7.200000000E0;1.458501279E2;-3.702745030E2
7.208333333E0;1.337870841E2;-3.694430681E2
7.216666667E0;1.218211766E2;-3.682395591E2
7.225000000E0;1.096304791E2;-3.674848732E2
7.233333333E0;9.782304224E1;-3.661935430E2
7.241666667E0;8.572889983E1;-3.642697959E2
7.250000000E0;6.963437172E1;-3.585371946E2
7.258333333E0;5.977458061E1;-3.592943530E2
7.266666667E0;4.589323675E1;-3.552801592E2
7.275000000E0;3.548056455E1;-3.556835707E2
7.283333333E0;2.364787241E1;-3.534863729E2
7.291666667E0;1.181807683E1;-3.513978857E2
7.300000000E0;1.515221460E0;-3.505579806E2
7.308333333E0;-9.356666615E0;-3.493783905E2
7.316666667E0;-2.011893352E1;-3.480537702E2
7.325000000E0;-3.118888713E1;-3.462865715E2
7.333333333E0;-4.261763904E1;-3.447363527E2
7.341666667E0;-5.324292412E1;-3.424397286E2
7.350000000E0;-6.347329706E1;-3.416458760E2
7.358333333E0;-7.374303576E1;-3.390931304E2
7.366666667E0;-8.456788899E1;-3.378111907E2
7.375000000E0;-9.429657062E1;-3.361635619E2
7.383333333E0;-1.046116683E2;-3.348117361E2
7.391666667E0;-1.141626502E2;-3.331218541E2
7.400000000E0;-1.239354587E2;-3.312490880E2
7.408333333E0;-1.333209152E2;-3.303648120E2
7.416666667E0;-1.424243941E2;-3.286028934E2
7.425000000E0;-1.503726062E2;-3.278117318E2
7.433333333E0;-1.601814663E2;-3.255140766E2
7.441666667E0;-1.682739783E2;-3.245262911E2
7.450000000E0;-1.763048883E2;-3.232124875E2
7.458333333E0;-1.842956972E2;-3.215710328E2
7.466666667E0;-1.922791101E2;-3.215795928E2
7.475000000E0;-2.002210724E2;-3.198300428E2
7.483333333E0;-2.071127751E2;-3.191829527E2
7.491666667E0;-2.145355800E2;-3.175609325E2
7.500000000E0;-2.220782381E2;-3.154667254E2
7.508333333E0;-2.281209480E2;-3.153340283E2
7.516666667E0;-2.342030141E2;-3.139180195E2
7.525000000E0;-2.404766558E2;-3.134217938E2
7.533333333E0;-2.463357014E2;-3.119276639E2
7.541666667E0;-2.504728546E2;-3.114010631E2
7.550000000E0;-2.564486281E2;-3.113173056E2
7.558333333E0;-2.624103565E2;-3.092652475E2
7.566666667E0;-2.680550826E2;-3.073079218E2
7.575000000E0;-2.721229307E2;-3.076183695E2
7.583333333E0;-2.762023782E2;-3.071757428E2
7.591666667E0;-2.801438557E2;-3.068492426E2
7.600000000E0;-2.842181787E2;-3.052719626E2
7.608333333E0;-2.881611020E2;-3.045302378E2
7.616666667E0;-2.903760982E2;-3.049029083E2
7.625000000E0;-2.942985995E2;-3.037638702E2
7.633333333E0;-2.964027795E2;-3.034465731E2
7.641666667E0;-3.001779890E2;-3.015259045E2
7.650000000E0;-3.019502176E2;-3.011847078E2
7.658333333E0;-3.050052371E2;-3.012749326E2
7.666666667E0;-3.063582450E2;-3.005695944E2
7.675000000E0;-3.081874770E2;-3.001866959E2
7.683333333E0;-3.102018677E2;-2.992947913E2
7.691666667E0;-3.114594958E2;-2.996218227E2
7.700000000E0;-3.113967609E2;-2.994675879E2
7.708333333E0;-3.117644765E2;-2.991911181E2
7.716666667E0;-3.120862230E2;-2.994185063E2
7.725000000E0;-3.114371910E2;-2.993953839E2
7.733333333E0;-3.110631181E2;-2.992691866E2
7.741666667E0;-3.093352021E2;-3.011551812E2
7.750000000E0;-3.082902745E2;-3.011517536E2
7.758333333E0;-3.073511294E2;-3.012095592E2
7.766666667E0;-3.061428330E2;-3.011037144E2
7.775000000E0;-3.041832919E2;-3.012421933E2
7.783333333E0;-3.030034336E2;-3.011807749E2
7.791666667E0;-3.015321258E2;-3.016729185E2
7.800000000E0;-2.991214084E2;-3.017015066E2
7.808333333E0;-2.963264419E2;-3.031047948E2
7.816666667E0;-2.931821411E2;-3.034094888E2
7.825000000E0;-2.896946960E2;-3.032444856E2
7.833333333E0;-2.865392916E2;-3.042860165E2
7.841666667E0;-2.824499017E2;-3.057199820E2
7.850000000E0;-2.781367073E2;-3.069793790E2
7.858333333E0;-2.728775969E2;-3.072688821E2
7.866666667E0;-2.691837356E2;-3.084284676E2
7.875000000E0;-2.641469326E2;-3.090963565E2
7.883333333E0;-2.582272740E2;-3.111801062E2
7.891666667E0;-2.532761479E2;-3.109342386E2
7.900000000E0;-2.473928584E2;-3.131005517E2
7.908333333E0;-2.419061265E2;-3.131316319E2
7.916666667E0;-2.359691068E2;-3.143789227E2
7.925000000E0;-2.293702534E2;-3.160989675E2
7.933333333E0;-2.222207738E2;-3.178915544E2
7.941666667E0;-2.151012037E2;-3.193407852E2
7.950000000E0;-2.083775326E2;-3.203026013E2
7.958333333E0;-2.005581558E2;-3.223588034E2
7.966666667E0;-1.932558624E2;-3.227233744E2
7.975000000E0;-1.849374258E2;-3.244530480E2
7.983333333E0;-1.770892291E2;-3.247276523E2
7.991666667E0;-1.687345748E2;-3.260079746E2
8.000000000E0;-1.600818621E2;-3.282468777E2
8.008333333E0;-1.510866447E2;-3.301641200E2
8.016666667E0;-1.424179023E2;-3.321460074E2
8.025000000E0;-1.312375366E2;-3.380534331E2
8.033333333E0;-1.244209117E2;-3.360965837E2
8.041666667E0;-1.144559174E2;-3.384480265E2
8.050000000E0;-1.053759601E2;-3.392564714E2
8.058333333E0;-9.525843175E1;-3.421578561E2
8.066666667E0;-8.542064527E1;-3.433883008E2
8.075000000E0;-7.516216731E1;-3.450017804E2
8.083333333E0;-6.530511745E1;-3.462774989E2
8.091666667E0;-5.453298569E1;-3.483948049E2
8.100000000E0;-4.341529899E1;-3.501899936E2
8.108333333E0;-3.335293078E1;-3.514403864E2
8.116666667E0;-2.264588962E1;-3.526878054E2
8.125000000E0;-1.222854898E1;-3.535433788E2
8.133333333E0;-1.104664119E0;-3.552148345E2
8.141666667E0;9.823969846E0;-3.564688103E2
8.150000000E0;2.093274251E1;-3.579982637E2
8.158333333E0;3.213050515E1;-3.593021463E2
8.166666667E0;4.372228435E1;-3.613152231E2
8.175000000E0;5.474528231E1;-3.623844617E2
8.183333333E0;6.666277923E1;-3.635782923E2
8.191666667E0;7.809992685E1;-3.642444654E2
8.200000000E0;8.965821797E1;-3.664576112E2
8.208333333E0;1.017857016E2;-3.672052468E2
8.216666667E0;1.137532386E2;-3.688970165E2
8.225000000E0;1.256479989E2;-3.702627116E2
8.233333333E0;1.379468704E2;-3.715379071E2
8.241666667E0;1.498603463E2;-3.728724700E2
8.250000000E0;1.618009912E2;-3.735996690E2
8.258333333E0;1.736850720E2;-3.742585546E2
8.266666667E0;1.857433842E2;-3.753197239E2
8.275000000E0;1.973977012E2;-3.758323335E2
8.283333333E0;2.103691916E2;-3.760990000E2
8.291666667E0;2.220242305E2;-3.760794177E2
8.300000000E0;2.340467432E2;-3.776529761E2
8.308333333E0;2.465343090E2;-3.782320048E2
8.316666667E0;2.588454680E2;-3.789749354E2
8.325000000E0;2.704010906E2;-3.793341816E2
8.333333333E0;2.830178256E2;-3.796050746E2
8.341666667E0;2.942997184E2;-3.794103649E2
8.350000000E0;3.062891374E2;-3.801522782E2
8.358333333E0;3.186709559E2;-3.804068848E2
8.366666667E0;3.305032589E2;-3.807638910E2
8.375000000E0;3.415486556E2;-3.804687260E2
8.383333333E0;3.544308229E2;-3.812593578E2
8.391666667E0;3.658225362E2;-3.814701248E2
8.400000000E0;3.772068498E2;-3.815646611E2
8.408333333E0;3.883294520E2;-3.824337597E2
8.416666667E0;3.995861673E2;-3.830226558E2
8.425000000E0;4.110780350E2;-3.834099169E2
8.433333333E0;4.224203984E2;-3.825029242E2
8.441666667E0;4.330525299E2;-3.828469872E2
8.450000000E0;4.444598171E2;-3.831967047E2
8.458333333E0;4.550954025E2;-3.836050098E2
8.466666667E0;4.660507245E2;-3.834332897E2
8.475000000E0;4.767654512E2;-3.835501014E2
8.483333333E0;4.868150382E2;-3.832611815E2
8.491666667E0;4.970767309E2;-3.831993819E2
8.500000000E0;5.072134361E2;-3.832742344E2
8.508333333E0;5.169466135E2;-3.832973483E2
8.516666667E0;5.267332835E2;-3.834787256E2
8.525000000E0;5.365851831E2;-3.832730876E2
8.533333333E0;5.459770208E2;-3.834706818E2
8.541666667E0;5.547586955E2;-3.830044325E2
8.550000000E0;5.646639527E2;-3.814827292E2
8.558333333E0;5.730635783E2;-3.815108761E2
8.566666667E0;5.815767352E2;-3.815017151E2
8.575000000E0;5.896062459E2;-3.800536004E2
8.583333333E0;5.979510370E2;-3.801948846E2
8.591666667E0;6.055717602E2;-3.795880614E2
8.600000000E0;6.130355612E2;-3.799569476E2
8.608333333E0;6.205500004E2;-3.794184531E2
8.616666667E0;6.275668015E2;-3.788706954E2
8.625000000E0;6.339176901E2;-3.791492560E2
8.633333333E0;6.408902460E2;-3.786298021E2
8.641666667E0;6.469133449E2;-3.780327082E2
8.650000000E0;6.529259330E2;-3.789745358E2
8.658333333E0;6.588282065E2;-3.779507269E2
8.666666667E0;6.646859105E2;-3.770918334E2
8.675000000E0;6.698030338E2;-3.768844776E2
8.683333333E0;6.747349326E2;-3.772018736E2
8.691666667E0;6.790029676E2;-3.766795163E2
8.700000000E0;6.831878815E2;-3.767426610E2
8.708333333E0;6.869686870E2;-3.762149036E2
8.716666667E0;6.906800837E2;-3.761506473E2
8.725000000E0;6.946104890E2;-3.756275111E2
8.733333333E0;6.967469815E2;-3.752651656E2
8.741666667E0;6.995356052E2;-3.753138961E2
8.750000000E0;7.017780331E2;-3.752078548E2
8.758333333E0;7.037603655E2;-3.750138666E2
8.766666667E0;7.053350488E2;-3.750391200E2
8.775000000E0;7.069141338E2;-3.749354254E2
8.783333333E0;7.085529199E2;-3.736758580E2
8.791666667E0;7.088676180E2;-3.737907738E2
8.800000000E0;7.089908972E2;-3.738695158E2
8.808333333E0;7.088816547E2;-3.740818821E2
8.816666667E0;7.088149738E2;-3.742220228E2
8.825000000E0;7.086441243E2;-3.742153789E2
8.833333333E0;7.075214651E2;-3.743124335E2
8.841666667E0;7.066132579E2;-3.741952539E2
8.850000000E0;7.050301783E2;-3.744620833E2
8.858333333E0;7.027017297E2;-3.740344914E2
8.866666667E0;7.007840752E2;-3.748225433E2
8.875000000E0;6.979892260E2;-3.749466245E2
8.883333333E0;6.950122675E2;-3.756810033E2
8.891666667E0;6.920223091E2;-3.753556538E2
8.900000000E0;6.887086300E2;-3.751935717E2
8.908333333E0;6.847478225E2;-3.753977040E2
8.916666667E0;6.806410771E2;-3.752061910E2
8.925000000E0;6.764681835E2;-3.750598114E2
8.933333333E0;6.715802341E2;-3.751600871E2
8.941666667E0;6.666950273E2;-3.749948623E2
8.950000000E0;6.611658777E2;-3.766217615E2
8.958333333E0;6.557718705E2;-3.756391042E2
8.966666667E0;6.498162059E2;-3.753670475E2
8.975000000E0;6.435485679E2;-3.748688741E2
8.983333333E0;6.373811166E2;-3.751229686E2
8.991666667E0;6.306819302E2;-3.756101350E2
9.000000000E0;6.235181561E2;-3.750109822E2
9.008333333E0;6.161522181E2;-3.751182485E2
9.016666667E0;6.088620609E2;-3.752678632E2
9.025000000E0;6.006993040E2;-3.757874184E2
9.033333333E0;5.926296455E2;-3.756113650E2
9.041666667E0;5.846499872E2;-3.756180419E2
9.050000000E0;5.761075044E2;-3.763852723E2
9.058333333E0;5.680551475E2;-3.754818300E2
9.066666667E0;5.592125070E2;-3.757548148E2
9.075000000E0;5.488840400E2;-3.774107168E2
9.083333333E0;5.398897260E2;-3.769144233E2
9.091666667E0;5.308434928E2;-3.774223924E2
9.100000000E0;5.211077161E2;-3.771579669E2
9.108333333E0;5.110075295E2;-3.776669430E2
9.116666667E0;5.005761428E2;-3.776200508E2
9.125000000E0;4.909119185E2;-3.774901251E2
9.133333333E0;4.806507393E2;-3.766725133E2
9.141666667E0;4.703601150E2;-3.774616785E2
9.150000000E0;4.590260356E2;-3.782386837E2
9.158333333E0;4.486523158E2;-3.781406409E2
9.166666667E0;4.378884856E2;-3.790118255E2
9.175000000E0;4.265662901E2;-3.776610140E2
9.183333333E0;4.150012921E2;-3.778668993E2
9.191666667E0;4.029403529E2;-3.772433546E2
9.200000000E0;3.920186888E2;-3.766269220E2
9.208333333E0;3.801181162E2;-3.761443422E2
9.216666667E0;3.684447399E2;-3.749761169E2
9.225000000E0;3.562678551E2;-3.753742395E2
9.233333333E0;3.445107660E2;-3.750689960E2
9.241666667E0;3.327165791E2;-3.748311186E2
9.250000000E0;3.206888515E2;-3.734636155E2
9.258333333E0;3.083616517E2;-3.731580088E2
9.266666667E0;2.964916322E2;-3.722321874E2
9.275000000E0;2.844743167E2;-3.714474244E2
9.283333333E0;2.727371464E2;-3.713915551E2
9.291666667E0;2.602220810E2;-3.703570568E2
9.300000000E0;2.484414871E2;-3.698904552E2
